Flow Duration,Fwd IAT Mean,Bwd IAT Mean,Fwd PSH Flags,Fwd Packets/s,Bwd Packets/s,Label
3,3.0,0.0,0,666666.6667,0.0,0
96,0.0,0.0,0,10416.66667,10416.66667,0
1,1.0,0.0,0,2000000.0,0.0,0
48,48.0,0.0,0,41666.66667,0.0,0
1,1.0,0.0,0,2000000.0,0.0,0
999588,999588.0,0.0,0,2.00082434,0.0,0
75,0.0,0.0,0,13333.33333,13333.33333,0
32,0.0,0.0,0,31250.0,31250.0,0
71693,47.0,3.0,0,27.89672632,27.89672632,0
60738,2.0,4.0,0,32.92831506,32.92831506,0
126188,6637.736842,5252.0,0,158.4936761,198.1170951,0
8003,571.6428571,1332.6,0,1874.297139,749.7188554,0
1,1.0,0.0,1,2000000.0,0.0,0
50,0.0,48.0,0,20000.0,40000.0,0
75,37.5,0.0,1,40000.0,13333.33333,0
208,69.33333333,0.0,0,19230.76923,0.0,0
514004,257002.0,0.0,0,5.836530455,1.945510152,0
60130920,15000000.0,12765.0,0,0.083151896,0.049891138,0
60130912,15000000.0,13002.0,0,0.083151907,0.049891144,0
3895966,973991.5,0.0,1,1.283378756,0.256675751,0
3895242,973810.5,0.0,1,1.283617295,0.256723459,0
3896308,974077.0,0.0,1,1.283266107,0.256653221,0
3895052,973763.0,0.0,1,1.28367991,0.256735982,0
3896461,974115.25,0.0,1,1.283215718,0.256643144,0
31020664,4431065.714,10300000.0,0,0.25789261,0.128946305,0
83718,9146.666667,48.0,0,47.77945006,23.88972503,0
10706606,382378.7857,465499.4348,0,2.708608125,2.241606724,0
60166984,12000000.0,28935.66667,0,0.099722466,0.066481644,0
24027,4.0,4.0,0,83.23968868,83.23968868,0
1029807,514492.0,514641.5,0,2.913167225,2.913167225,0
2979847,2979847.0,0.0,0,0.671175399,0.3355877,0
28315,0.0,0.0,0,35.3169698,35.3169698,0
28466,0.0,0.0,0,35.12962833,35.12962833,0
101027175,7771321.154,9176957.273,1,0.138576576,0.118779922,0
330,1.0,2.0,0,6060.606061,6060.606061,0
221,47.0,3.0,0,9049.773756,9049.773756,0
302,2.0,48.0,0,6622.516556,6622.516556,0
283,4.0,4.0,0,7067.137809,7067.137809,0
166,4.0,2.0,0,12048.19277,12048.19277,0
275,4.0,3.0,0,7272.727273,7272.727273,0
266,1.0,2.0,0,7518.796992,7518.796992,0
102033,1.0,11.0,0,19.60150148,19.60150148,0
51453,3.0,3.0,0,38.87042544,38.87042544,0
1140,12.0,4.0,0,1754.385965,1754.385965,0
293,3.0,3.0,0,6825.938567,6825.938567,0
1333970,33349.25,9329.146341,0,30.73532388,31.48496593,0
187,0.0,0.0,0,5347.593583,5347.593583,0
1335604,33390.1,9269.829268,0,30.69772178,31.4464467,0
111,0.0,0.0,0,9009.009009,9009.009009,0
143347,3116.23913,2038.694915,0,327.8757142,418.5647415,0
143899,3197.755556,2114.473684,0,319.6686565,403.0604799,0
142605,3239.931818,2095.491228,0,315.556958,406.717857,0
142499,3166.066667,2281.730769,0,322.8092829,371.9324346,0
23828,914.5384615,791.8333333,0,1133.120698,1300.990431,0
119090,5413.181818,3552.259259,0,193.1312453,235.1162986,0
23841,953.64,791.0333333,0,1090.558282,1300.281028,0
199037,4326.891304,2837.822581,0,236.1369997,316.5240634,0
142923,3176.066667,2025.59322,0,321.8516264,419.8064692,0
446800,20309.09091,15684.03704,0,51.47717099,62.66786034,0
141851,3083.717391,2200.185185,0,331.3335824,387.7307879,0
145376,2907.5,2066.322034,0,350.8144398,412.7228703,0
142904,3106.608696,2177.763636,0,328.8921234,391.8714662,0
142508,2908.326531,2060.448276,0,350.8574957,414.0118449,0
142561,3033.212766,2062.913793,0,336.6979749,413.8579275,0
142389,2791.941176,2018.355932,0,365.1967497,421.3808651,0
142403,3236.113636,2095.789474,0,316.0045786,407.2947901,0
142089,3228.522727,2204.87037,0,316.7029116,387.0813363,0
142098,2959.625,2087.0,0,344.8324396,408.1690101,0
128912,6445.6,4236.8,0,162.9018245,201.6879732,0
143215,2921.387755,2005.0,0,349.1254408,425.9330377,0
185921,3955.765957,2856.807018,0,258.1741707,311.9604563,0
131198,4685.642857,2055.877551,0,221.0399549,381.1033705,0
187746,3994.595745,2606.904762,0,255.6645681,340.8860908,0
188450,4096.73913,2849.189655,0,249.4030247,313.0803927,0
300724,6265.083333,4319.359375,0,162.9401045,216.1450366,0
195652,4076.083333,2922.966102,0,250.4446671,306.6669393,0
143173,2862.46,2108.754386,0,356.2124144,405.1043144,0
142748,3102.478261,2138.303571,0,329.2515482,399.3050691,0
142235,3089.413043,2126.517857,0,330.4390621,400.7452455,0
152597,3721.878049,2381.32,0,275.2347687,334.2136477,0
142263,3092.673913,2092.877193,0,330.3740256,407.695606,0
142478,2967.041667,2134.267857,0,343.9127444,400.0617639,0
125417,4479.178571,1849.018519,0,231.2286213,438.5370404,0
188411,4485.97619,2848.465517,0,228.2244667,313.1451985,0
141785,3297.325581,2201.648148,0,310.3290193,387.9112741,0
155181,2015.0,1256.628571,0,502.638854,683.0733144,0
200946,4368.391304,3232.836364,0,233.8936829,278.6818349,0
142298,3230.636364,2210.12963,0,316.2377546,386.5128111,0
196861,4578.162791,3049.315789,0,223.5079574,294.6241257,0
197144,4480.545455,3166.309091,0,228.2595463,284.0563243,0
142230,2735.192308,1987.583333,0,372.6358715,428.8827955,0
143922,3195.977778,2081.741379,0,319.6175706,409.9442754,0
142755,3102.717391,2064.913793,0,329.2354033,413.2955063,0
124970,4165.666667,2042.244898,0,248.0595343,400.096023,0
142117,3089.5,2246.698113,0,330.7134263,379.9686174,0
142224,3231.545455,2249.433962,0,316.402295,379.682754,0
143176,3046.297872,2141.428571,0,335.2517182,398.1114153,0
142472,3097.195652,1864.40625,0,329.8893818,456.2299961,0
185687,4036.673913,2801.689655,0,253.1141114,317.7389909,0
142746,3481.170732,2178.145455,0,294.2289101,392.3052135,0
185922,4131.6,2857.368421,0,247.4155829,311.9587784,0
143435,2985.354167,2114.385965,0,341.6181546,404.3643462,0
186578,3969.744681,2679.459016,0,257.265058,332.3007,0
190175,3961.979167,2833.627119,0,257.6574208,315.4988826,0
142210,3304.813953,2168.0,0,309.4015892,393.7838408,0
142963,2916.979592,1999.9,0,349.740842,426.6838273,0
142878,3038.191489,1999.033333,0,335.9509512,426.9376671,0
190109,4132.804348,3150.264151,0,247.2265911,284.0475727,0
143397,2984.854167,2073.672414,0,341.7086829,411.4451488,0
250001,13888.94444,8718.192308,0,75.999696,107.999568,0
188539,4284.977273,2849.810345,0,238.6774089,312.9326028,0
142469,3030.170213,2056.189655,0,336.9153991,414.1251781,0
23598,943.92,811.3448276,0,1101.788287,1271.294177,0
142921,2976.854167,2097.631579,0,342.8467475,405.8185991,0
142553,3315.186047,2212.833333,0,308.657131,385.8214138,0
142823,3036.595745,2299.076923,0,336.0803232,371.0886902,0
143432,2988.166667,1996.483333,0,341.6252998,425.2886385,0
153205,2253.0,1127.93913,0,450.3769459,757.1554453,0
118987,5666.047619,3681.076923,0,184.8941481,226.9155454,0
143445,3050.446809,2073.224138,0,334.6230262,411.3074698,0
24781,989.7083333,881.0714286,0,1008.837416,1170.251402,0
142625,3241.477273,2210.703704,0,315.5127082,385.6266433,0
144147,3132.695652,2102.666667,0,326.05604,402.3670281,0
312417,13583.34783,9635.033333,0,76.8204035,99.22635452,0
197560,4594.418605,3169.218182,0,222.7171492,283.4581899,0
207397,4412.702128,3411.87037,0,231.4401848,265.1918784,0
144045,3064.382979,2121.052632,0,333.2291992,402.651949,0
201971,4390.673913,3192.017857,0,232.7066757,282.2187344,0
188080,4478.095238,2996.672727,0,228.6261165,297.7456402,0
142377,3163.933333,1954.163934,0,323.0858917,435.4635931,0
196656,4573.395349,3044.912281,0,223.7409487,294.9312505,0
141942,3082.391304,2161.563636,0,331.1211622,394.5273422,0
142878,2915.877551,1993.116667,0,349.9489075,426.9376671,0
125846,4339.517241,1934.0,0,238.3865995,421.1496591,0
119881,6309.526316,3872.56,0,166.8321085,216.8817411,0
23547,981.125,866.5185185,0,1061.706374,1189.111139,0
142554,3099.0,2134.142857,0,329.6996226,399.8484785,0
142702,3318.465116,2299.711538,0,308.3348516,371.403344,0
142790,3244.159091,2139.339286,0,315.1481196,399.1876182,0
142342,3558.55,2424.489796,0,288.0386674,351.2666676,0
142780,3102.913043,2135.196429,0,329.177756,399.2155764,0
142852,2974.25,2179.690909,0,343.0123484,392.0141125,0
142799,2974.458333,2063.103448,0,343.1396578,413.1681594,0
142500,2968.75,2057.0,0,343.8596491,414.0350877,0
459291,10205.11111,7391.305085,0,100.1543684,130.6361326,0
196158,4359.066667,3264.528302,0,234.5048379,275.288288,0
143476,2985.854167,2136.446429,0,341.5205331,397.2789874,0
118873,5403.318182,3538.555556,0,193.483802,235.5454981,0
23773,949.08,790.2,0,1093.677702,1304.000337,0
142438,3237.227273,2131.75,0,315.9269296,400.1741108,0
152273,2272.477612,1266.147059,0,446.5663644,676.416699,0
142918,3040.808511,2098.210526,0,335.8569249,405.8271176,0
142342,3027.234043,2170.690909,0,337.2160009,393.4186677,0
196159,4359.088889,2875.45,0,234.5036425,310.9722215,0
188391,4186.466667,2753.916667,0,244.1730231,323.7946611,0
141887,3378.238095,2082.122807,0,303.0580673,408.7759978,0
142743,2912.346939,2101.473684,0,350.2798736,406.3246534,0
143077,3043.212766,2103.473684,0,335.4836906,405.3761261,0
145825,5208.035714,2172.196078,0,198.8685068,356.5918052,0
142301,3309.325581,2207.796296,0,309.2037301,386.5046627,0
143379,2923.204082,2035.135593,0,348.7261035,418.4713243,0
394746,8398.851064,6756.690909,0,121.5971789,141.8633754,0
62079,8868.428571,12325.5,0,128.8680552,48.32552071,0
122255,5821.666667,3413.655172,0,179.9517402,245.3887367,0
142443,3093.913043,2204.666667,0,329.956544,386.11936,0
23501,1018.478261,897.6923077,0,1021.233139,1148.887281,0
143365,3048.382979,2001.55,0,334.8097513,425.4873923,0
142825,3103.913043,2136.625,0,329.0740417,399.0897952,0
119793,5445.136364,3216.5,0,191.997863,258.7797284,0
142885,3175.222222,2140.339286,0,321.9372222,398.9222102,0
23422,975.9166667,729.59375,0,1067.372556,1408.931774,0
142724,3398.190476,1958.983607,0,301.2807937,434.4048653,0
143161,3112.195652,2304.076923,0,328.3017023,370.2125579,0
196340,4090.416667,2934.135593,0,249.5670775,305.5923398,0
118573,5928.65,3809.8,0,177.1060865,219.2742024,0
189314,4027.957447,2862.827586,0,253.5470171,311.6515419,0
142909,3664.333333,2345.901961,0,279.8983969,363.8679159,0
144762,3530.780488,2213.909091,0,290.1313881,386.8418508,0
142378,3234.068182,2171.036364,0,316.0600655,393.3191926,0
24067,1088.454545,887.0740741,0,955.665434,1163.418789,0
119537,6291.421053,3561.481481,0,167.312213,234.2370981,0
142424,2966.3125,2094.491228,0,344.0431388,407.2347357,0
142848,2975.5625,2032.135593,0,343.0219534,420.0268817,0
23488,1118.47619,897.5,0,936.6485014,1149.523161,0
131864,3380.282051,2262.854167,0,303.3428381,371.5949766,0
142592,3316.093023,2170.163636,0,308.572711,392.7289048,0
143358,3413.285714,2063.758621,0,299.948381,411.5570809,0
142675,2971.875,1931.5,0,343.4378833,441.5629928,0
142797,3104.282609,2099.789474,0,329.1385673,406.170998,0
142740,3100.956522,2099.912281,0,329.2700014,406.3331932,0
142247,3469.439024,2162.727273,0,295.26106,393.6814133,0
195966,4260.130435,3086.714286,0,239.8375228,290.866783,0
186390,3727.8,2722.75,0,273.6198294,327.2707763,0
143354,3050.085106,2074.086207,0,334.8354423,411.5685645,0
142817,3758.342105,2483.5,0,273.0767346,343.0964101,0
142734,2798.705882,1991.15,0,364.3140387,427.3683916,0
127932,4920.461538,2026.938776,0,211.0496201,390.8326298,0
187229,4160.644444,2879.263158,0,245.688435,309.7810702,0
142653,2971.9375,1990.816667,0,343.4908484,427.6110562,0
38668,12889.33333,0.0,0,103.4447088,25.8611772,0
143726,2994.291667,2114.0,0,340.9264851,403.5456354,0
122712,2992.97561,1953.862745,0,342.2648152,423.7564378,0
234766,5459.674419,3782.303571,0,187.4206657,242.7949533,0
142541,2850.82,1780.820896,0,357.7917932,477.0557243,0
146679,3490.809524,2379.269231,0,293.1571663,361.3332515,0
143835,3593.3,2369.647059,0,285.0488407,361.5253589,0
119714,6650.777778,3857.04,0,158.711596,217.1842892,0
142820,3103.282609,2289.576923,0,329.0855622,371.0964851,0
189539,4032.744681,2640.238095,0,253.2460338,337.6613784,0
142826,3172.888889,2102.754386,0,322.0702113,406.0885273,0
23822,1079.772727,879.962963,0,965.4940811,1175.384099,0
187835,3996.489362,2990.290909,0,255.5434291,298.1340006,0
142291,3387.857143,2022.728814,0,302.1976091,421.6710825,0
143701,3123.934783,1974.262295,0,327.0680093,431.4514165,0
196404,4178.808511,3095.267857,0,244.3942079,290.2181218,0
142241,3386.690476,2245.075472,0,302.3038364,379.637376,0
224404,5218.697674,3529.54386,0,196.0749363,258.462416,0
143577,3417.380952,2228.833333,0,299.4908655,383.0697117,0
267407,3613.013514,2347.240385,0,280.4713414,392.659878,0
149954,3060.285714,2348.222222,0,333.4355869,366.7791456,0
190688,4145.391304,2840.915254,0,246.4759188,314.6501091,0
118946,5947.3,3982.666667,0,176.5507037,210.1794091,0
23623,872.0740741,756.483871,0,1185.285527,1354.612031,0
148237,3153.978723,2123.423729,0,323.8057975,404.7572468,0
142601,3240.931818,2132.196429,0,315.5658095,399.716692,0
190581,4054.914894,2884.913793,0,251.8614133,309.5796538,0
144000,3272.454545,2172.181818,0,312.5,388.8888889,0
142239,3386.642857,2246.716981,0,302.3080871,379.642714,0
143462,2988.791667,1937.112903,0,341.553861,439.1406784,0
186148,3960.595745,3019.759259,0,257.8593377,295.4638245,0
142726,2973.458333,2024.457627,0,343.3151633,420.3859143,0
141542,3291.674419,2235.981132,0,310.8617937,381.5122013,0
109618,5480.9,3354.636364,0,191.5743765,209.8195552,0
188543,3927.979167,2543.384615,0,259.8876649,350.0527731,0
141771,3081.978261,2196.555556,0,331.5205507,387.9495807,0
216108,4598.042553,3387.333333,0,222.1111666,268.3843264,0
198167,4608.534884,3429.882353,0,222.0349503,262.4049413,0
129383,3152.878049,2171.591837,0,324.6176082,386.4495336,0
123065,3155.512821,1995.9,0,325.0314874,414.4151465,0
141527,3216.522727,2278.865385,0,317.9605305,374.486847,0
142160,3089.434783,2089.982456,0,330.6133934,407.9909961,0
197510,4114.791667,3105.267857,0,248.0887044,288.5929826,0
143658,3123.0,1937.532258,0,327.1659079,438.5415361,0
197458,4201.234043,3042.631579,0,243.0896697,293.7333509,0
187013,3896.104167,2679.52459,0,262.0138707,331.5277548,0
142868,3401.619048,2291.961538,0,300.9771257,370.9718061,0
153015,7286.428571,4989.615385,0,143.7767539,176.4532889,0
82618,7510.727273,4659.090909,0,145.2467985,145.2467985,0
143452,3052.170213,1875.953125,0,334.6066977,453.1132365,0
24058,924.6153846,826.9655172,0,1122.287804,1246.986449,0
198395,4508.977273,3187.345455,0,226.8202324,282.2651781,0
118945,6608.055556,3985.208333,0,159.7376939,210.1811762,0
142273,3091.847826,2249.150943,0,330.3508044,379.5519881,0
142936,3107.304348,2135.946429,0,328.8184922,398.7798735,0
142803,2973.4375,2066.017241,0,343.1300463,413.1565863,0
187656,3992.680851,2936.785714,0,255.7871851,303.7472823,0
143460,3335.44186,2258.754717,0,306.7057019,376.4115433,0
23445,1065.681818,831.1428571,0,981.0194071,1236.937513,0
118468,5641.333333,3659.730769,0,185.7041564,227.9096465,0
142724,3171.644444,2172.963636,0,322.300384,392.3656848,0
142270,3387.380952,2332.745098,0,302.2422155,365.5022141,0
122968,2927.809524,1748.859649,0,349.6844708,471.6674257,0
142478,2907.714286,1892.968254,0,350.9313719,449.192156,0
143531,3262.068182,2191.727273,0,313.5211209,390.1596171,0
142245,3469.390244,2167.363636,0,295.2652114,393.6869486,0
118879,5943.95,3678.961538,0,176.6502074,227.1216952,0
118011,5900.55,3799.8,0,177.9495132,220.3184449,0
143745,2994.291667,2071.793103,0,340.881422,410.4490591,0
23739,989.125,873.037037,0,1053.119339,1179.49366,0
23395,1017.173913,856.5555556,0,1025.860227,1196.836931,0
142170,3231.022727,2243.641509,0,316.5224731,379.8269677,0
143016,3109.043478,2212.62963,0,328.6345584,384.5723555,0
35739,11913.0,0.0,0,111.9225496,27.9806374,0
313728,11204.57143,5427.735849,0,92.43676051,172.123623,0
118733,5653.952381,3298.896552,0,185.2896836,252.6677503,0
23638,908.2307692,811.6896552,0,1142.228615,1269.142905,0
143395,3676.794872,2402.6,0,278.9497542,355.6609366,0
188834,4291.681818,3009.945455,0,238.3045426,296.5567641,0
143901,3061.723404,2117.877193,0,333.5626577,403.054878,0
142310,3161.577778,2252.075472,0,323.2380015,379.4533062,0
142471,2968.145833,1919.806452,0,343.9296418,442.1952538,0
143392,3050.893617,1869.828125,0,334.7467083,453.3028342,0
142776,3399.428571,2300.961538,0,301.1710652,371.2108478,0
189269,3943.104167,3017.527273,0,258.8907851,295.8751829,0
142761,3103.5,2133.589286,0,329.2215661,399.2687078,0
142255,3091.021739,2050.965517,0,330.3926048,414.7481635,0
188499,4188.866667,2846.551724,0,244.0331248,312.999008,0
118899,5661.857143,3410.464286,0,185.0309927,243.9044904,0
186555,4145.666667,2915.392857,0,246.5760768,305.5399212,0
196173,4458.477273,3080.946429,0,229.3893655,290.559863,0
143040,3040.851064,2092.789474,0,335.5704698,405.4809843,0
126748,4224.933333,1976.0,0,244.5797961,410.2628838,0
142635,3565.875,2211.074074,0,287.4469801,385.5996074,0
142665,2911.530612,2061.068966,0,350.471384,413.5562331,0
143050,3109.782609,1840.830769,0,328.5564488,461.3771409,0
142709,3171.311111,2136.053571,0,322.3342606,399.4141925,0
144905,3018.8125,2099.0,0,338.1525827,407.1633139,0
143357,3050.148936,1860.1875,0,334.8284353,453.4135061,0
142858,2856.86,1989.666667,0,356.997858,426.997438,0
196534,4181.574468,3093.053571,0,244.2325501,290.0261532,0
142928,3041.021277,2140.803571,0,335.8334266,398.8021941,0
123402,2869.813953,2047.163265,0,356.5582405,405.1798188,0
142731,3102.847826,2212.944444,0,329.2907637,385.3402554,0
127510,6375.5,3716.321429,0,164.6929653,227.4331425,0
142497,2968.6875,2056.5,0,343.8668884,414.0438044,0
186963,3977.93617,2778.355932,0,256.7352899,320.9191123,0
197861,4396.911111,3294.867925,0,232.4864425,272.9188673,0
142760,3103.413043,2093.754386,0,329.2238722,406.2762679,0
23498,974.625,835.2857143,0,1063.920334,1234.147587,0
142790,2913.122449,2062.431034,0,350.1645774,413.1942013,0
194123,4220.065217,3155.592593,0,242.1145356,283.3255204,0
142819,3038.319149,2178.345455,0,336.089736,392.104692,0
186407,3966.106383,2813.258621,0,257.5010595,316.511719,0
143033,3109.413043,1844.661538,0,328.5954989,461.4319772,0
195544,3990.693878,2652.030769,0,255.6969275,337.5199444,0
142215,3307.325581,2292.730769,0,309.3907112,372.6751749,0
142395,3558.35,2296.519231,0,287.9314583,372.2040802,0
142742,3318.255814,2175.872727,0,308.2484482,392.3162069,0
122673,3227.078947,2077.5625,0,317.9183683,399.4358987,0
187038,3817.102041,2778.983051,0,267.3253563,320.7904276,0
142470,3166.0,2024.508475,0,322.8749912,421.1412929,0
161,161.0,0.0,0,12422.36025,0.0,0
2198477,134238.875,97650.45455,0,7.732625813,10.46178786,0
49,49.0,0.0,1,40816.32653,0.0,0
50486,0.0,0.0,0,19.80747138,19.80747138,0
51273,0.0,0.0,0,19.50344236,19.50344236,0
50722,0.0,0.0,0,19.71531091,19.71531091,0
50641,0.0,0.0,0,19.74684544,19.74684544,0
51022,0.0,0.0,0,19.5993885,19.5993885,0
51245,0.0,0.0,0,19.51409894,19.51409894,0
50534,0.0,0.0,0,19.78865714,19.78865714,0
50884,0.0,0.0,0,19.65254304,19.65254304,0
50408,0.0,0.0,0,19.83812093,19.83812093,0
83784,0.0,0.0,0,11.93545307,11.93545307,0
50905,0.0,0.0,0,19.64443571,19.64443571,0
46728,0.0,0.0,0,21.40044513,21.40044513,0
50833,0.0,0.0,0,19.67226015,19.67226015,0
50448,0.0,0.0,0,19.82239137,19.82239137,0
116606690,6859217.059,6858322.647,0,0.154365071,0.154365071,0
91190,0.0,0.0,0,10.96611471,10.96611471,0
84776,0.0,0.0,0,11.79579126,11.79579126,0
3,3.0,0.0,1,666666.6667,0.0,0
22,1.833333333,0.0,0,590909.0909,0.0,0
313,10.0,2.0,0,6389.776358,6389.776358,0
253,3.0,3.0,0,7905.13834,7905.13834,0
188,4.0,3.0,0,10638.29787,10638.29787,0
246,135.0,1.0,0,8130.081301,8130.081301,0
260,3.0,4.0,0,7692.307692,7692.307692,0
275,2.0,1.0,0,7272.727273,7272.727273,0
25399,4.0,3.0,0,78.74325761,78.74325761,0
25871,1.0,3.0,0,77.30663677,77.30663677,0
186,1.0,1.0,0,10752.68817,10752.68817,0
189,4.0,3.0,0,10582.01058,10582.01058,0
61438,3.0,4.0,0,32.55314301,32.55314301,0
61664,1.0,48.0,0,32.43383498,32.43383498,0
290,1.0,1.0,0,6896.551724,6896.551724,0
229,3.0,3.0,0,8733.624454,8733.624454,0
266,157.0,12.0,0,7518.796992,7518.796992,0
257,3.0,4.0,0,7782.101167,7782.101167,0
259,1.0,1.0,0,7722.007722,7722.007722,0
199,3.0,3.0,0,10050.25126,10050.25126,0
255,3.0,3.0,0,7843.137255,7843.137255,0
264,11.0,11.0,0,7575.757576,7575.757576,0
198,3.0,4.0,0,10101.0101,10101.0101,0
399,1.0,48.0,0,5012.531328,5012.531328,0
24629,13.0,3.0,0,81.20508344,81.20508344,0
320,1.0,49.0,0,6250.0,6250.0,0
262,4.0,3.0,0,7633.587786,7633.587786,0
60398,3.0,4.0,0,33.11367926,33.11367926,0
250,3.0,4.0,0,8000.0,8000.0,0
309,1.0,49.0,0,6472.491909,6472.491909,0
271,3.0,4.0,0,7380.073801,7380.073801,0
324,1.0,1.0,0,6172.839506,6172.839506,0
322,3.0,4.0,0,6211.180124,6211.180124,0
468,1.0,149.0,0,4273.504274,4273.504274,0
332,13.0,1.0,0,6024.096386,6024.096386,0
335,4.0,190.0,0,5970.149254,5970.149254,0
242,4.0,3.0,0,8264.46281,8264.46281,0
301,1.0,49.0,0,6644.518272,6644.518272,0
3520858,880214.5,0.0,1,1.420108394,0.284021679,0
4,4.0,0.0,0,500000.0,0.0,0
4024829,0.0,3974933.0,0,0.248457761,0.496915521,0
5006404,0.0,2478267.0,0,0.199744168,0.599232503,0
4942446,0.0,4892311.0,0,0.202328968,0.404657937,0
5080229,0.0,2515043.5,0,0.19684152,0.590524561,0
4910442,0.0,4860570.0,0,0.203647655,0.407295311,0
4920527,0.0,4870656.0,0,0.203230264,0.406460528,0
4984505,0.0,2467289.5,0,0.200621727,0.60186518,0
4984564,0.0,2467306.5,0,0.200619352,0.601858056,0
49920,0.0,0.0,0,20.03205128,20.03205128,0
49,49.0,0.0,0,40816.32653,0.0,0
161,161.0,0.0,0,12422.36025,0.0,0
109,109.0,0.0,0,18348.62385,0.0,0
242,242.0,0.0,0,8264.46281,0.0,0
50075,0.0,0.0,0,19.97004493,19.97004493,0
49961,0.0,0.0,0,20.01561218,20.01561218,0
50133,0.0,0.0,0,19.94694114,19.94694114,0
1804148,109639.5,76225.78261,0,9.422730286,13.30267805,0
48,48.0,0.0,1,41666.66667,0.0,0
63874054,10600000.0,58100000.0,1,0.109590664,0.031311618,0
4522563,1130640.75,0.0,1,1.105567794,0.221113559,0
1064,25.0,0.0,0,2819.548872,939.8496241,0
4522242,1130560.5,0.0,1,1.10564627,0.221129254,0
4521670,1130417.5,0.0,1,1.105786137,0.221157227,0
306,0.0,0.0,0,3267.973856,3267.973856,0
872,2.0,0.0,0,3440.366972,1146.788991,0
94224,0.0,0.0,0,10.6130073,10.6130073,0
37212,0.0,0.0,0,26.8730517,26.8730517,0
116038005,6825765.0,7918820.0,0,0.155121591,0.129267993,0
116228748,5283124.909,5039225.591,0,0.197885638,0.197885638,0
115799649,5263620.409,5536054.95,0,0.198618909,0.1813477,0
207,0.0,1.0,0,9661.835749,9661.835749,0
319,1.0,48.0,0,6269.592476,6269.592476,0
50937,1.0,49.0,0,39.2641891,39.2641891,0
254,1.0,1.0,0,7874.015748,7874.015748,0
50659,3.0,4.0,0,39.47965811,39.47965811,0
285,3.0,49.0,0,7017.54386,7017.54386,0
255,49.0,48.0,0,7843.137255,7843.137255,0
253,48.0,48.0,0,7905.13834,7905.13834,0
101128,1.0,3.0,0,19.77691638,19.77691638,0
51047,3.0,3.0,0,39.1795796,39.1795796,0
